date,code,open,high,low,close,volume,value,trans,adj,exchange,datasource,log_return
2015-03-06,SPY,270.29,270.29,270.29,270.29,130,35138,1,1,AXW,TME,0.003483807541045167
2015-03-09,SPY,269.7,269.7,268.52,269.4,482,129684,4,1,AXW,TME,-0.0032981926913244796
2015-03-10,SPY,269.4,271.4,269.4,271.33,709,192084,4,1,AXW,TME,0.0071385282704207265
2015-03-11,SPY,269.13,270.12,269.0,270.12,371,99844,4,1,AXW,TME,-0.004469487540042921
2015-03-12,SPY,269.0,270.59,269.0,270.59,145,39091,3,1,AXW,TME,0.001738455432193056
2015-03-13,SPY,269.61,269.63,268.99,269.63,150,40427,3,1,AXW,TME,-0.0035541113270014585
2015-03-16,SPY,269.96,269.96,268.71,268.71,328,88141,2,1,AXW,TME,-0.003417917656619259
2015-03-17,SPY,272.9,272.9,272.9,272.9,371,101246,2,1,AXW,TME,0.015472696559079253
2015-03-18,SPY,273.46,273.46,273.46,273.46,18,4922,1,1,AXW,TME,0.002049931166642881
2015-03-19,SPY,272.25,272.25,271.5,271.95,314,85378,4,1,AXW,TME,-0.005537133011965763
2015-03-20,SPY,273.43,273.43,273.15,273.15,2020,552323,3,1,AXW,TME,0.004402868972756922
2015-03-23,SPY,271.16,271.16,269.5,269.5,824,222573,8,1,AXW,TME,-0.013452704492674675
2015-03-24,SPY,267.17,267.73,266.97,267.73,586,156720,5,1,AXW,TME,-0.0065893803564043354
2015-03-25,SPY,265.68,265.68,264.79,265.21,218,57827,4,1,AXW,TME,-0.00945704500119741
2015-03-26,SPY,263.5,264.11,262.96,264.11,95,25024,3,1,AXW,TME,-0.004156281959917756
2015-03-27,SPY,263.05,263.15,262.72,263.01,129,33926,4,1,AXW,TME,-0.004173628762928631
2015-03-30,SPY,267.04,267.04,267.04,267.04,50,13352,1,1,AXW,TME,0.01520640564492105
2015-03-31,SPY,272.07,272.07,271.92,271.92,218,59309,2,1,AXW,TME,0.01810944547433556
2015-04-01,SPY,272.1,272.1,267.99,268.72,2395,645250,5,1,AXW,TME,-0.011837960083823231
2015-04-02,SPY,272.07,272.07,272.07,272.07,12,3265,1,1,AXW,TME,0.012389440823548531
2015-04-07,SPY,274.0,274.0,272.1,272.1,150,40943,6,1,AXW,TME,0.00011025966161469695
2015-04-08,SPY,271.05,271.05,271.05,271.05,53,14366,1,1,AXW,TME,-0.0038663400828534617
2015-04-09,SPY,271.5,271.5,270.89,270.89,195,52939,2,1,AXW,TME,-0.0005904712870383568
2015-04-10,SPY,270.92,270.92,270.89,270.89,185,50120,2,1,AXW,TME,0.0
2015-04-13,SPY,274.78,277.22,274.78,277.22,73,20147,2,1,AXW,TME,0.023098580365898166
2015-04-15,SPY,275.75,275.78,275.75,275.78,17,4688,2,1,AXW,TME,-0.0052079683716120635
2015-04-16,SPY,272.15,272.15,272.15,272.15,40,10886,1,1,AXW,TME,-0.013250061533386115
2015-04-17,SPY,270.95,270.95,270.39,270.85,186,50366,4,1,AXW,TME,-0.00478822277630104
2015-04-20,SPY,267.95,267.95,267.11,267.79,86,23030,5,1,AXW,TME,-0.011362070843516682
2015-04-21,SPY,272.97,273.27,272.97,273.27,124,33869,3,1,AXW,TME,0.02025722616443676
2015-04-23,SPY,272.33,272.33,272.33,272.33,13,3540,2,1,AXW,TME,-0.0034457512099239605
2015-04-24,SPY,272.09,272.09,271.39,271.39,115,31260,2,1,AXW,TME,-0.0034576654767531213
2015-04-27,SPY,271.0,271.0,271.0,271.0,110,29810,1,1,AXW,TME,-0.0014380798584501138
2015-04-28,SPY,268.63,268.63,268.52,268.52,97,26053,2,1,AXW,TME,-0.009193421809150155
2015-04-29,SPY,264.96,265.0,264.96,265.0,47,12455,2,1,AXW,TME,-0.013195573084328487
2015-04-30,SPY,262.87,263.01,262.87,263.01,62,16304,2,1,AXW,TME,-0.007537771717618374
2015-05-01,SPY,264.91,264.98,264.91,264.98,112,29673,2,1,AXW,TME,0.007462297171373275
2015-05-04,SPY,269.0,269.28,269.0,269.28,2004,539636,3,1,AXW,TME,0.016097379002518692
2015-05-05,SPY,270.03,270.03,270.03,270.03,15,4050,1,1,AXW,TME,0.0027813334946076053
2015-05-06,SPY,264.1,264.1,263.32,263.32,40,10548,2,1,AXW,TME,-0.02516304133742753
2015-05-07,SPY,261.81,261.81,261.0,261.0,578,151263,5,1,AXW,TME,-0.0088496152769825
2015-05-08,SPY,265.59,265.59,265.52,265.52,45,11950,2,1,AXW,TME,0.017169760089025713
2015-05-11,SPY,268.09,268.09,268.09,268.09,105,28149,1,1,AXW,TME,0.009632577619443958
2015-05-12,SPY,265.91,265.91,265.54,265.54,203,53974,2,1,AXW,TME,-0.009557256563406951
2015-05-14,SPY,259.59,259.59,258.13,258.13,157,40662,4,1,AXW,TME,-0.02830215448001537
2015-05-15,SPY,264.24,264.24,263.21,263.37,806,212276,5,1,AXW,TME,0.020096553618486494
2015-05-18,SPY,265.41,265.41,264.8,264.8,165,43743,4,1,AXW,TME,0.005414936456626194
2015-05-19,SPY,267.35,267.65,266.78,267.0,354,94576,6,1,AXW,TME,0.008273834337396398
2015-05-20,SPY,269.92,269.92,269.18,269.18,210,56665,2,1,AXW,TME,0.008131642405320121
2015-05-22,SPY,270.58,270.58,270.03,270.03,280,75636,3,1,AXW,TME,0.0031527631315338813
2015-05-25,SPY,273.0,273.06,272.21,272.97,141,38483,6,1,AXW,TME,0.010828835099605664
2015-05-26,SPY,272.19,272.19,272.0,272.12,263,71583,3,1,AXW,TME,-0.0031187535598491403
2015-05-27,SPY,273.26,273.26,272.5,272.53,65,17715,4,1,AXW,TME,0.0015055543099066451
2015-06-01,SPY,276.86,276.86,276.86,276.86,36,9967,1,1,AXW,TME,0.01576326347282217
2015-06-02,SPY,275.57,275.57,275.57,275.57,20,5511,1,1,AXW,TME,-0.004670283455788194
2015-06-03,SPY,272.53,272.56,270.7,271.3,202,54934,6,1,AXW,TME,-0.015616460138914698
2015-06-09,SPY,271.25,271.5,271.0,271.5,241,65406,4,1,AXW,TME,0.0007369197091041143
2015-06-11,SPY,271.75,271.75,271.75,271.75,170,46198,1,1,AXW,TME,0.0009203866273287486
2015-06-15,SPY,271.3,271.3,270.89,270.89,116,31440,3,1,AXW,TME,-0.0031696915820098722
2015-06-17,SPY,271.68,272.13,271.68,272.13,40,10876,2,1,AXW,TME,0.004567058875653637
2015-06-18,SPY,271.97,271.97,271.97,271.97,110,29917,1,1,AXW,TME,-0.0005881271994555636
2015-06-19,SPY,271.88,271.88,271.88,271.88,53,14410,1,1,AXW,TME,-0.00033097361706949216
2015-06-22,SPY,271.37,271.42,271.37,271.42,87,23610,2,1,AXW,TME,-0.0016933558252126954
2015-06-23,SPY,274.16,275.47,274.16,275.47,276,75937,4,1,AXW,TME,0.01481129308851974
2015-06-24,SPY,274.0,274.72,273.99,274.62,331,90813,6,1,AXW,TME,-0.0030904058481388257
2015-06-26,SPY,272.0,272.0,272.0,272.0,18,4896,1,1,AXW,TME,-0.009586257597608403
2015-06-29,SPY,271.46,271.46,271.38,271.38,192,52105,2,1,AXW,TME,-0.0022820135781905664
2015-06-30,SPY,268.82,268.82,268.27,268.69,459,123281,4,1,AXW,TME,-0.009961754015176785
2015-07-01,SPY,267.98,267.98,267.5,267.52,201,53783,4,1,AXW,TME,-0.004363968806293206
2015-07-02,SPY,271.43,271.43,271.43,271.43,175,47500,2,1,AXW,TME,0.014509949346926282
2015-07-03,SPY,273.62,273.62,273.62,273.62,30,8209,1,1,AXW,TME,0.008036003248705114
2015-07-06,SPY,274.03,274.06,274.03,274.06,56,15346,2,1,AXW,TME,0.0016067780260869882
2015-07-07,SPY,277.22,277.84,277.22,277.84,75,20818,3,1,AXW,TME,0.0136983479177635
2015-07-08,SPY,278.44,278.56,278.44,278.56,155,43170,2,1,AXW,TME,0.0025880675840603933
2015-07-09,SPY,276.19,276.19,276.19,276.19,1000,276190,1,1,AXW,TME,-0.008544441348208613
2015-07-10,SPY,276.43,276.43,276.14,276.14,31,8561,2,1,AXW,TME,-0.00018105118366409356
2015-07-13,SPY,278.2,278.95,278.2,278.95,162,45136,2,1,AXW,TME,0.010124570803531019
2015-07-14,SPY,283.5,283.5,282.85,282.85,36,10205,2,1,AXW,TME,0.013884167497627513
2015-07-15,SPY,282.37,282.37,282.37,282.37,105,29649,1,1,AXW,TME,-0.0016984541077452388
2015-07-16,SPY,286.88,286.88,286.88,286.88,18,5164,1,1,AXW,TME,0.01584574217540314
2015-07-17,SPY,286.57,286.57,286.32,286.34,282,80788,4,1,AXW,TME,-0.0018840939246413232
2015-07-20,SPY,288.03,289.79,288.03,289.0,374,108189,5,1,AXW,TME,0.009246772180250754
2015-07-21,SPY,288.57,289.4,288.25,289.4,173,49938,4,1,AXW,TME,0.0013831260849513473
2015-07-22,SPY,289.0,289.0,285.11,285.11,404,115604,5,1,AXW,TME,-0.014934743481748874
2015-07-23,SPY,287.97,287.97,287.44,287.44,98,28215,2,1,AXW,TME,0.008139072089628639
2015-07-24,SPY,287.35,289.17,287.35,288.75,2064,593223,4,1,AXW,TME,0.004547119030739931
2015-07-27,SPY,286.55,286.55,286.0,286.0,204,58439,2,1,AXW,TME,-0.009569451016150672
2015-07-28,SPY,285.14,285.14,285.14,285.14,2,570,1,1,AXW,TME,-0.0030115230940377315
2015-07-29,SPY,285.58,285.58,285.34,285.34,363,103657,3,1,AXW,TME,0.0007011639608534921
2015-07-30,SPY,288.35,288.35,287.74,288.0,173,49832,5,1,AXW,TME,0.009279028449277606
2015-07-31,SPY,289.01,289.06,289.01,289.04,384,110988,4,1,AXW,TME,0.0036046067034389744
2015-08-03,SPY,289.01,289.01,288.32,288.32,198,57206,3,1,AXW,TME,-0.002494112419411807
2015-08-04,SPY,285.5,285.5,285.5,285.5,30,8565,1,1,AXW,TME,-0.009828945323908132
2015-08-06,SPY,285.8,286.38,285.5,286.38,239,68316,4,1,AXW,TME,0.0030775711497952924
2015-08-07,SPY,284.31,284.31,283.45,283.7,239,67824,6,1,AXW,TME,-0.009402258431054555
2015-08-10,SPY,281.62,282.03,281.62,282.03,158,44531,3,1,AXW,TME,-0.005903893556236523
2015-08-11,SPY,286.07,286.07,286.07,286.07,18,5149,1,1,AXW,TME,0.014223087858360359
2015-08-12,SPY,285.96,286.07,285.96,286.07,1121,320574,3,1,AXW,TME,0.0
2015-08-13,SPY,283.63,283.91,283.63,283.91,206,58467,2,1,AXW,TME,-0.0075792495880362635
2015-08-14,SPY,283.15,283.6,283.15,283.6,270,76541,2,1,AXW,TME,-0.0010924918709206695
2015-08-19,SPY,286.88,286.88,286.82,286.82,38,10901,2,1,AXW,TME,0.011290046643093767
2015-08-20,SPY,283.0,283.0,283.0,283.0,50,14150,1,1,AXW,TME,-0.013407943657828568
2015-08-21,SPY,277.7,277.97,276.63,276.81,136,37720,6,1,AXW,TME,-0.022115547384663505
2015-08-24,SPY,271.51,271.51,268.63,268.63,249,67351,5,1,AXW,TME,-0.02999638216060954
2015-08-25,SPY,264.79,266.62,264.79,265.0,153,40636,7,1,AXW,TME,-0.01360514211174245
2015-08-26,SPY,262.17,263.41,261.63,263.41,1830,479258,4,1,AXW,TME,-0.00601807232556291
2015-08-27,SPY,273.5,274.34,273.5,274.34,568,155409,5,1,AXW,TME,0.04065645938960149
2015-08-28,SPY,278.67,278.92,277.58,277.58,542,150994,4,1,AXW,TME,0.011740966877432922
2015-08-31,SPY,277.29,277.29,277.29,277.29,32,8873,1,1,AXW,TME,-0.0010452899828977138
2015-09-01,SPY,275.0,275.0,273.12,273.12,310,84960,4,1,AXW,TME,-0.015152630898665457
2015-09-02,SPY,276.0,276.02,276.0,276.02,107,29533,2,1,AXW,TME,0.01056206781376341
2015-09-03,SPY,279.39,279.39,279.39,279.39,100,27939,1,1,AXW,TME,0.012135328341782284
2015-09-04,SPY,277.82,278.35,277.82,278.35,540,150129,2,1,AXW,TME,-0.003729340572159183
2015-09-07,SPY,278.94,281.05,278.94,281.05,168,46883,3,1,AXW,TME,0.009653274818567228
2015-09-09,SPY,280.95,281.8,280.66,281.8,206,57900,4,1,AXW,TME,0.0026650100164959632
2015-09-10,SPY,279.6,279.6,278.6,279.45,90,25141,4,1,AXW,TME,-0.00837421374887278
2015-09-11,SPY,276.81,276.81,276.81,276.81,37,10242,2,1,AXW,TME,-0.009492035457132997
2015-09-14,SPY,278.67,278.67,278.67,278.67,80,22294,1,1,AXW,TME,0.006696935808965118
2015-09-15,SPY,274.52,274.52,274.52,274.52,20,5490,1,1,AXW,TME,-0.015004168027105308
2015-09-17,SPY,278.4,278.43,278.4,278.43,22,6125,2,1,AXW,TME,0.014142563234977248
2015-09-18,SPY,278.35,278.35,278.31,278.31,45,12525,2,1,AXW,TME,-0.0004310809421213209
2015-09-21,SPY,278.31,278.31,276.32,276.32,180,49897,2,1,AXW,TME,-0.00717598593492137
2015-09-22,SPY,276.56,276.61,276.0,276.0,43,11882,3,1,AXW,TME,-0.0011587486812184293
2015-09-23,SPY,273.35,273.6,273.35,273.6,131,35820,4,1,AXW,TME,-0.008733679968754553
2015-09-28,SPY,272.77,273.0,272.77,273.0,48,13101,2,1,AXW,TME,-0.002195390563435726
2015-09-29,SPY,269.95,270.0,269.95,270.0,72,19438,3,1,AXW,TME,-0.011049836186584935
2015-09-30,SPY,268.4,270.03,268.4,270.03,171,46002,3,1,AXW,TME,0.00011110493872865396
2015-10-01,SPY,272.57,272.57,271.78,271.78,50,13599,2,1,AXW,TME,0.006459851555247794
2015-10-02,SPY,273.7,274.22,273.7,274.22,200,54821,3,1,AXW,TME,0.008937788436157725
2015-10-05,SPY,276.33,276.33,275.29,275.51,784,216558,3,1,AXW,TME,0.004693221646369997
2015-10-06,SPY,279.8,279.8,277.51,277.51,134,37273,4,1,AXW,TME,0.007233042998363849
2015-10-07,SPY,275.71,275.71,274.7,274.7,3525,968873,6,1,AXW,TME,-0.010177375472014765
2015-10-08,SPY,276.97,276.97,276.27,276.27,85,23518,2,1,AXW,TME,0.005699055300157118
2015-10-09,SPY,276.8,276.99,276.8,276.87,493,136469,5,1,AXW,TME,0.0021694335442098782
2015-10-12,SPY,275.1,275.1,274.77,274.77,535,147122,3,1,AXW,TME,-0.0076136978625892405
2015-10-13,SPY,274.55,274.55,274.55,274.55,39,10707,1,1,AXW,TME,-0.0008009903581241019
2015-10-14,SPY,277.37,277.37,276.98,276.98,70,19400,2,1,AXW,TME,0.008811907689690066
2015-10-15,SPY,273.44,273.44,272.08,273.23,2028,552966,4,1,AXW,TME,-0.013631370083325982
2015-10-16,SPY,277.12,277.95,277.12,277.95,84,23320,2,1,AXW,TME,0.017127310068232728
2015-10-19,SPY,280.14,280.14,280.14,280.14,1000,280140,1,1,AXW,TME,0.007848236811422226
2015-10-20,SPY,280.53,280.53,280.0,280.0,319,89436,2,1,AXW,TME,-0.0004998750416510425
2015-10-21,SPY,279.59,279.59,279.59,279.59,35,9786,1,1,AXW,TME,-0.0014653588283039495
2015-10-23,SPY,285.54,285.62,285.41,285.41,389,111088,3,1,AXW,TME,0.02060249863035175
2015-10-27,SPY,285.86,285.86,285.86,285.86,2000,571720,2,1,AXW,TME,0.0015754375096718829
2015-10-28,SPY,287.22,290.3,287.22,290.3,1030,298917,2,1,AXW,TME,0.015412690549614992
2015-10-29,SPY,293.86,293.86,293.12,293.74,1100,323111,3,1,AXW,TME,0.011780151295132107
2015-10-30,SPY,294.93,294.93,294.93,294.93,1000,294930,1,1,AXW,TME,0.0040430177212262665
2015-11-02,SPY,290.52,290.54,290.43,290.43,9,2614,3,1,AXW,TME,-0.0153754566468528
2015-11-03,SPY,293.61,293.61,293.61,293.61,34,9983,1,1,AXW,TME,0.010889772705748008
2015-11-06,SPY,293.71,293.71,293.71,293.71,60,17623,1,1,AXW,TME,0.0003405298677596563
2015-11-09,SPY,298.72,298.9,298.2,298.2,107,31968,3,1,AXW,TME,0.015171516357040424
2015-11-10,SPY,294.96,295.82,294.96,295.82,144,42504,2,1,AXW,TME,-0.008013241087414124
2015-11-11,SPY,296.61,297.06,295.77,295.77,7052,2089861,10,1,AXW,TME,-0.00016903598816433944
2015-11-12,SPY,293.87,293.88,291.7,291.7,42,12288,3,1,AXW,TME,-0.013856248381383876
2015-11-13,SPY,287.58,287.59,287.56,287.59,41,11790,3,1,AXW,TME,-0.014190022145896087
2015-11-16,SPY,283.39,283.9,283.39,283.9,56,15886,3,1,AXW,TME,-0.012913791248854178
2015-11-18,SPY,289.54,289.57,289.54,289.57,209,60514,2,1,AXW,TME,0.019775000506480088
2015-11-19,SPY,293.25,293.25,293.2,293.2,400,117295,2,1,AXW,TME,0.0124579060270909
2015-11-23,SPY,290.21,292.37,290.21,292.25,40,11677,4,1,AXW,TME,-0.0032453696603186376
2015-11-24,SPY,290.64,290.64,290.3,290.3,204,59245,2,1,AXW,TME,-0.0066947293215935235
2015-11-25,SPY,288.43,288.43,288.0,288.17,328,94486,4,1,AXW,TME,-0.00736428726226188
2015-11-26,SPY,290.25,290.25,290.25,290.25,6,1742,1,1,AXW,TME,0.007192036809678504
2015-11-27,SPY,292.51,292.57,291.68,291.68,170,49716,5,1,AXW,TME,0.004914690352351995
2015-12-01,SPY,289.99,289.99,288.7,288.7,446,128889,2,1,AXW,TME,-0.01026922426146353
2015-12-02,SPY,287.62,287.62,287.62,287.62,3,863,1,1,AXW,TME,-0.00374792221065583
2015-12-03,SPY,287.56,287.56,287.0,287.0,128,36803,2,1,AXW,TME,-0.0021579486986124503
2015-12-08,SPY,287.03,287.03,287.03,287.03,35,10046,2,1,AXW,TME,0.00010452415388487625
2015-12-10,SPY,282.87,282.87,282.87,282.87,8,2263,1,1,AXW,TME,-0.01459931176781037
2015-12-11,SPY,283.65,283.65,283.65,283.65,80,22692,1,1,AXW,TME,0.0027536556268805096
2015-12-14,SPY,282.65,282.65,282.65,282.65,10,2827,1,1,AXW,TME,-0.0035317006512763736
2015-12-15,SPY,281.69,281.69,280.0,281.0,118,33182,5,1,AXW,TME,-0.00585471378755396
2015-12-17,SPY,288.5,290.25,288.22,290.25,54,15610,3,1,AXW,TME,0.03238795124425504
2015-12-18,SPY,285.0,285.0,285.0,285.0,87,24795,1,1,AXW,TME,-0.018253440309350347
2015-12-21,SPY,279.97,280.66,279.94,280.66,1199,336151,9,1,AXW,TME,-0.01534520794566075
